median_income,house_age,rooms,bedrooms,population,occupancy,latitude,longitude,dist_los_angeles,dist_san_francisco,dist_san_diego,dist_san_jose,dist_nearest_hub,cluster,price
-0.12970915147463713,0.21052631578947367,-0.13562435833382294,-0.4567886281843011,1.2091782283884738,1.027458844879672,-0.4089709762532975,0.38947368421052764,0.02518147504025186,0.4720836370750351,-0.3792172344751377,0.5420333554824942,-0.3163549067631603,-0.5,103000.0
0.12087152585005502,1.0526315789473684,-0.473795654857852,-0.08823829660381269,0.1568836712913554,-1.2677902856321028,-0.12928759894458972,0.09210526315789705,-0.28710691176856284,0.13504871831445017,-0.12828832650093797,0.15263699259995395,-0.052759636162485045,-0.16666666666666666,382100.0
0.2766856637849964,-1.3157894736842106,0.2547944496888146,-0.6837868072722838,-0.2689434364994664,-0.11046206202970707,0.10554089709762497,-0.518421052631579,0.08394284129490998,-0.2931396115017267,0.2846441231297418,-0.3335348483847544,2.36559220159299,0.6666666666666666,172600.0
-0.726634110968853,0.3684210526315789,-0.7663583271963526,-0.16499104407424525,0.2678762006403415,1.3829005799622598,-0.4142480211081796,0.3684210526315807,0.02003208448799957,0.4656563732990443,-0.3914839272427181,0.5346661453403948,-0.4046618600526959,-0.5,93400.0
0.003806977192127698,0.7368421052631579,0.6417395623869167,0.9049978866200435,-0.3127001067235859,-0.6076586583930325,0.6649076517150405,-0.3394736842105245,0.32290179637579985,-0.5724696261409332,0.5344067511750272,-0.6501849215330694,2.091041358930032,0.3333333333333333,96500.0
1.394486681244972,-0.47368421052631576,0.6502705858962902,-0.43208134338561077,1.6307363927427962,0.6429792105294865,0.8337730870712413,-0.8815789473684202,0.650316878620235,-0.9861097079958712,0.8328330545636703,-1.1089133473687809,-0.35443164437662833,0.0,264800.0
-0.46526699826646556,-0.05263157894736842,-0.5534635126827392,0.271277842088019,0.2006403415154749,0.7930303827516191,-0.05804749340369365,0.14210526315789648,-0.3013635654058234,0.11137050294975216,-0.09954191686726876,0.1251746341902056,-0.14567872380304328,-0.16666666666666666,157300.0
2.013800292321463,0.42105263157894735,0.5077024758522927,-1.0107541199491088,-0.17929562433297758,-0.4952487306477129,0.963060686015831,-1.057894736842105,0.8118902380384911,-1.0827550284691503,0.9787566194932329,-0.9218407874792004,-0.24258770253118309,1.0,500001.0
-0.927180230911295,-1.263157894736842,-1.0039235233975405,-0.3538833675547738,-0.37139807897545357,-0.2159292331822517,-0.03430079155672704,0.16052631578947366,-0.28610757005661774,0.10523312881787125,-0.08810212304662565,0.1181923547369713,-0.0462463320956454,0.8333333333333334,139800.0
1.3056118922716096,-1.263157894736842,0.9287927603232337,-0.19903034662041488,8.815368196371399,0.6783717733777807,-0.06332453825857386,0.18947368421052616,-0.26763884902101964,0.13907056398335868,-0.11590882204233435,0.15727830787093777,0.07412530294433674,0.8333333333333334,315600.0
0.3040596426426769,1.2105263157894737,0.31499196927610884,1.0950689279570258,-0.5485592315901814,1.1765418845119726,0.9129287598944595,-1.036842105263158,0.7712502426267078,-1.1067137414002801,0.941479490617204,-0.9707434612877834,-0.39017665574715005,1.0,231900.0
-0.5961998209814294,-0.21052631578947367,-1.239376529664864,0.23464184475000988,0.5795090715048026,0.1840614767076217,-0.07651715039577815,0.04210526315789761,-0.32529452219902893,0.07456779853890698,-0.07652089893117889,0.08274162816532113,-0.30165099669172907,-0.16666666666666666,159400.0
-0.3040143214856274,-0.8421052631578947,0.7796147457937344,1.792913319665831,-0.4450373532550694,-0.44898295138333283,0.8443271767810036,-0.31842105263157755,0.4584816950640197,-0.6076790680076907,0.6521221730619986,-0.6586117310554984,2.046118188639102,0.3333333333333333,96000.0
-0.6565222810138341,0.3684210526315789,-1.3817528292942551,0.4358943526625009,2.5549626467449307,3.3097395952161666,0.8100263852242746,-0.886842105263156,0.6378658428229735,-0.9744027060479361,0.8211436741395298,-1.1294465750105118,-0.4638939123342421,0.0,187500.0
-0.3323400446413396,0.8947368421052632,-0.3193570560626343,-0.3084676084618801,-0.4834578441835646,-0.46628315477145016,-0.02110817941952462,0.04473684210526364,-0.3185320254862395,0.03795090086900321,-0.04317085579355909,0.04030802053660339,-0.25757578516506324,-0.16666666666666666,229900.0
-0.1718125063732876,0.3684210526315789,-0.1127414376497177,-0.5252088014729861,0.7524012806830309,0.9689644910265626,-0.09762532981530278,0.07368421052631614,-0.31584551367987684,0.10430680235005939,-0.1018050003458563,0.11707372270212008,-0.2400661905340775,-0.16666666666666666,117700.0
-0.29612844015907724,1.2105263157894737,0.07425777550264394,-0.03972169488014997,0.0021344717182497333,-0.1813549765655233,0.6358839050131937,-0.826315789473685,0.5043595364477184,-0.8209088567572853,0.6973445606241905,-0.9415302299004342,0.5378847500836237,0.0,169600.0
0.3899885564078451,-0.47368421052631576,0.41311001293512056,0.027015783428095894,0.9647812166488794,0.09788581259428975,0.9947229551451198,-0.7447368421052633,0.70254723748295,-0.9098043554979041,0.880941622482607,-0.9082007949284769,0.7155633696086696,0.16666666666666666,130800.0
0.3114469912416863,0.2631578947368421,-0.1501028289584459,-0.8657342033998984,0.8335112059765208,0.9920269485605224,0.015831134564644404,0.021052631578946934,-0.2829869767739389,0.0013599552220667124,-0.011127390900656255,-0.0019798762056072853,-0.025907570412753742,-0.16666666666666666,157400.0
-0.9575907272912676,-0.42105263157894735,-1.3537205050356285,-0.48673789176283117,0.12379935965848453,2.1317280449992544,-0.08707124010554047,0.060526315789474774,-0.32409398271757855,0.09069621281188757,-0.09021493303049699,0.10135367791443299,-0.29382636714463234,-0.16666666666666666,94100.0
-0.612878006775513,0.10526315789473684,-0.2746107800478071,0.07918641585400679,-0.12593383137673425,0.3690121794282943,-0.026385224274406715,0.30789473684210594,-0.18264448149285,0.17879025696790243,-0.10657594278265356,0.2040627500411822,0.6280841271008698,0.8333333333333334,72700.0
